N,P,K,ph,label
83,17,79,5.206863958936259,dry_chillies
70,20,68,5.666943744524953,dry_chillies
75,25,75,5.2,banana
65,25,67,5.494793558886864,banana
68,20,65,5.215480265945572,banana
75,25,75,5.2,black_pepper
71,23,66,5.422720041337694,black_pepper
66,20,73,4.862774692242972,black_pepper
75,25,75,5.2,onion
80,18,70,4.801995850808508,onion
68,29,74,4.719629396468975,onion
75,25,75,5.2,potato
84,29,66,5.230198536797998,potato
84,27,81,5.53827342647093,potato
75,25,75,5.2,sannhamp
84,21,81,5.185567836466077,sannhamp
66,32,69,5.17944664866529,sannhamp
75,25,75,5.2,peas_beans_pulses
68,28,77,5.056263350318583,peas_beans_pulses
74,35,85,5.261252140091604,peas_beans_pulses
75,25,75,5.2,brinjal
70,33,83,5.61903607947587,brinjal
84,30,82,5.492289142688266,brinjal
75,25,75,5.2,cashewnut_processed
83,18,84,5.348251088025318,cashewnut_processed
84,24,84,5.235804729732467,cashewnut_processed
75,25,75,5.2,cashewnut_raw
76,18,85,5.235065865310941,cashewnut_raw
84,27,80,5.265388696132826,cashewnut_raw
75,25,75,5.2,citrus_fruit
77,17,69,4.932660455514409,citrus_fruit
65,26,69,4.709119580175685,citrus_fruit
75,25,75,5.2,grapes
82,29,82,5.323965945234942,grapes
76,15,70,5.315924176752433,grapes
75,25,75,5.2,mango
71,35,81,5.282030737430351,mango
83,27,79,5.030204927413417,mango
75,25,75,5.2,other_fresh_fruits
76,34,78,5.533232305851556,other_fresh_fruits
66,33,82,5.587602474131087,other_fresh_fruits
75,25,75,5.2,papaya
68,29,79,4.806914431819278,papaya
66,21,80,5.569172976157927,papaya
75,25,75,5.2,pome_fruit
75,34,68,4.8713173743094105,pome_fruit
73,18,83,5.464825499052529,pome_fruit
75,25,75,5.2,sweet_potato
67,30,83,5.6593437965421005,sweet_potato
72,29,73,5.3678608026197026,sweet_potato
75,25,75,5.2,tomato
68,27,73,5.637333130728393,tomato
79,25,79,5.234119031989372,tomato
75,25,75,5.2,cottonlint
85,23,67,5.6623486084130885,cottonlint
78,26,84,4.919729130423903,cottonlint
75,25,75,5.2,ginger
72,24,77,5.676595946462641,ginger
81,27,71,5.0559432128887005,ginger
75,25,75,5.2,mesta
75,27,66,5.509308559798753,mesta
82,29,85,5.601644173960593,mesta
75,25,75,5.2,cashewnut
73,17,68,4.797127509225926,cashewnut
70,31,79,5.273976356703969,cashewnut
75,25,75,5.2,tapioca
72,26,76,5.1325915674134395,tapioca
69,16,69,4.9452489312621895,tapioca
75,25,75,5.2,tobacco
73,25,76,5.454448023436589,tobacco
77,33,66,5.3060519369788475,tobacco
75,25,75,5.2,cardamom
77,25,84,5.533820002621512,cardamom
84,28,84,5.430394827121951,cardamom
75,25,75,5.2,coconut
74,25,78,4.7219327359047085,coconut
79,32,79,4.715719177142889,coconut
75,25,75,5.2,dry_ginger
83,28,71,5.691899034481105,dry_ginger
77,28,70,5.129999265301841,dry_ginger
50,50,25,5.7,arecanut
45,46,24,5.861649811754508,arecanut
52,57,22,5.659074429847223,arecanut
50,50,25,5.7,cardamom
54,47,26,5.486543205113404,cardamom
44,46,29,6.1377495075397706,cardamom
50,50,25,5.7,coriander
57,46,23,5.286014235020713,coriander
56,50,23,5.702773312401848,coriander
50,50,25,5.7,dry_chillies
51,52,23,5.3478767758687535,dry_chillies
47,58,31,5.986860678687682,dry_chillies
50,50,25,5.7,garlic
57,42,25,5.635160272331296,garlic
55,45,30,5.321795567839224,garlic
50,50,25,5.7,turmeric
53,55,25,5.818574366693599,turmeric
60,40,35,5.282173725656446,turmeric
50,50,25,5.7,banana
52,44,17,5.607140955826755,banana
48,58,30,5.283378931593008,banana
50,50,25,5.7,onion
41,48,17,5.4643255949264695,onion
55,52,26,5.68446028991172,onion
50,50,25,5.7,sugarcane
42,60,23,5.996412496094851,sugarcane
46,57,33,5.961830982176317,sugarcane
50,50,25,5.7,tobacco
40,45,31,6.027715716559985,tobacco
57,45,31,5.905780161247898,tobacco
50,50,25,5.7,potato
55,57,21,5.758986051746606,potato
51,49,28,5.482668185026311,potato
50,50,25,5.7,peas_beans_pulses
49,47,25,6.11693844536356,peas_beans_pulses
47,56,26,5.969648638598069,peas_beans_pulses
50,50,25,5.7,arcanut_processed
45,55,16,5.6064067925368075,arcanut_processed
56,54,15,5.960059321585855,arcanut_processed
50,50,25,5.7,atcanut_raw
60,50,32,5.273075662598421,atcanut_raw
52,43,31,5.4238375215215395,atcanut_raw
50,50,25,5.7,brinjal
41,57,18,5.430219513595805,brinjal
50,60,27,6.012659671207146,brinjal
50,50,25,5.7,cashewnut_processed
56,56,24,5.692695436542069,cashewnut_processed
42,45,21,6.100622377317559,cashewnut_processed
50,50,25,5.7,cashewnut_raw
56,53,31,5.9779560271524375,cashewnut_raw
46,53,19,6.182912346915106,cashewnut_raw
50,50,25,5.7,citrus_fruit
55,41,19,5.579701264973299,citrus_fruit
60,50,17,5.490406692077226,citrus_fruit
50,50,25,5.7,mango
59,60,35,5.204940892506674,mango
45,41,16,5.782990038752121,mango
50,50,25,5.7,other_fresh_fruits
47,60,28,5.748504740362572,other_fresh_fruits
41,44,27,6.0359579187977825,other_fresh_fruits
50,50,25,5.7,pome_fruit
47,49,32,6.047823922113972,pome_fruit
43,59,31,5.44540364014671,pome_fruit
50,50,25,5.7,tomato
49,47,15,5.633891140997466,tomato
58,56,29,6.068400962657075,tomato
50,50,25,5.7,grapes
60,52,28,5.675258389782286,grapes
55,58,18,5.725730065772132,grapes
50,50,25,5.7,cottonlint
57,52,16,5.283465959681961,cottonlint
48,51,26,5.905150629743648,cottonlint
50,50,25,5.7,ginger
52,44,24,5.70375114875579,ginger
57,51,16,5.261553169938403,ginger
50,50,25,5.7,black_pepper
58,58,34,5.547885349922053,black_pepper
55,56,26,5.350531537650881,black_pepper
50,50,25,5.7,cashewnut
41,60,27,5.827257992942909,cashewnut
43,42,22,5.43848765723525,cashewnut
50,50,25,5.7,tapioca
51,52,20,5.9477250254313585,tapioca
49,48,29,5.370947548317387,tapioca
50,50,25,5.7,sannhamp
59,43,25,5.234458224554199,sannhamp
51,55,19,6.1291069561053195,sannhamp
50,50,25,5.7,sweet_potato
60,40,32,5.584200182894808,sweet_potato
53,45,35,6.007246156267092,sweet_potato
50,50,25,5.7,coconut
52,58,18,5.398745882027425,coconut
54,42,25,5.939248725412689,coconut
50,50,25,5.7,dry_ginger
58,41,29,5.673708854621648,dry_ginger
59,54,24,5.766094245373198,dry_ginger
25,25,50,6.7,coriander
16,15,40,6.971298489034625,coriander
23,15,59,6.8061064154764095,coriander
25,25,50,6.7,cashewnut
27,22,60,7.081841280171437,cashewnut
28,33,54,7.035467670429377,cashewnut
25,25,50,6.7,garlic
22,20,57,6.522961002526865,garlic
16,20,46,6.704159307179213,garlic
25,25,50,6.7,sannhamp
18,19,51,6.741459357611941,sannhamp
18,22,51,6.8340763684793195,sannhamp
25,25,50,6.7,arcanut_processed
31,19,51,6.668677033690512,arcanut_processed
25,18,52,6.2935801256233646,arcanut_processed
25,25,50,6.7,cardamom
23,30,56,6.530374620428141,cardamom
35,25,47,6.3804580877211645,cardamom
25,25,50,6.7,coconut
32,31,58,6.615509000244892,coconut
22,21,53,6.206293320817208,coconut
25,25,50,6.7,dry_ginger
24,28,44,6.279017922200978,dry_ginger
26,29,58,7.143778218807753,dry_ginger
25,25,50,8.3,arecanut
33,28,45,8.708151620111689,arecanut
23,35,49,8.168092568560537,arecanut
25,25,50,8.3,coriander
26,33,41,8.144618907970896,coriander
21,23,45,8.53064524050442,coriander
25,25,50,8.3,garlic
18,28,50,8.006987677653568,garlic
24,31,45,7.891255562189488,garlic
25,25,50,8.3,sugarcane
32,28,52,8.625741059940768,sugarcane
34,22,57,8.752886236483036,sugarcane
25,25,50,8.3,turmeric
24,22,55,8.649080523123484,turmeric
19,29,45,8.393218656892369,turmeric
25,25,50,8.3,dry_chillies
17,18,58,8.786651368846796,dry_chillies
25,27,52,8.251911258644176,dry_chillies
25,25,50,8.3,banana
20,17,40,7.839572637536085,banana
32,25,58,8.587360619180053,banana
25,25,50,8.3,onion
35,19,45,8.38535836541888,onion
19,23,57,8.157284138053335,onion
25,25,50,8.3,tobacco
30,18,49,8.382151909775859,tobacco
30,16,47,8.560691525377479,tobacco
25,25,50,8.3,peas_beans_pulses
18,26,45,8.21460682783533,peas_beans_pulses
23,20,57,7.911387628043819,peas_beans_pulses
25,25,50,8.3,arcanut_processed
20,19,45,8.250122364890712,arcanut_processed
17,30,56,8.04806879740444,arcanut_processed
25,25,50,8.3,atcanut_raw
17,22,50,8.733654308382823,atcanut_raw
29,27,48,8.152406414127416,atcanut_raw
25,25,50,8.3,brinjal
32,22,57,8.53460002873056,brinjal
28,32,43,7.869183972669193,brinjal
25,25,50,8.3,cashewnut_processed
28,20,50,8.133367220096634,cashewnut_processed
20,21,50,8.07660501963256,cashewnut_processed
25,25,50,8.3,cashewnut_raw
35,19,55,8.386829904700592,cashewnut_raw
35,19,45,8.156139934482475,cashewnut_raw
25,25,50,8.3,citrus_fruit
34,30,57,8.630687088341674,citrus_fruit
33,19,46,8.340268461500605,citrus_fruit
25,25,50,8.3,grapes
27,29,45,8.27043469065047,grapes
18,35,46,8.401837115010952,grapes
25,25,50,8.3,mango
33,19,55,8.552442415551168,mango
27,34,54,8.453745552175343,mango
25,25,50,8.3,other_fresh_fruits
24,26,60,7.955322854164037,other_fresh_fruits
31,30,58,8.59024579045156,other_fresh_fruits
25,25,50,8.3,papaya
33,25,51,8.270405077797369,papaya
22,30,51,8.086877209245445,papaya
25,25,50,8.3,pome_fruit
19,24,57,8.779107868161544,pome_fruit
19,28,60,8.332739268645698,pome_fruit
25,25,50,8.3,tomato
20,26,60,8.26249782228625,tomato
30,18,55,8.003027423056862,tomato
25,25,50,8.3,cottonlint
15,32,49,8.61447891370967,cottonlint
17,26,56,8.31665104712029,cottonlint
50,25,50,6.9,arecanut
51,19,45,7.371442540381041,arecanut
42,22,45,6.646061071994152,arecanut
50,25,50,6.9,black_pepper
44,35,56,6.821738548724872,black_pepper
49,33,45,6.671665120545817,black_pepper
50,25,50,6.9,cashewnut
45,30,49,6.433889528317622,cashewnut
43,35,42,7.345445323400825,cashewnut
50,25,50,6.9,tapioca
58,26,45,6.794011440436395,tapioca
57,26,48,7.109170004275579,tapioca
50,25,50,6.9,banana
56,15,60,6.973413119344442,banana
60,16,50,6.64412593033713,banana
50,25,50,6.9,ginger
56,30,57,7.115871116731675,ginger
44,31,40,6.782329014631792,ginger
50,25,50,6.9,sugarcane
57,16,52,6.58099047120146,sugarcane
41,27,52,6.837274003491175,sugarcane
50,25,50,6.9,sweet_potato
43,24,50,7.128941561176048,sweet_potato
42,34,59,6.859530127330608,sweet_potato
50,25,50,6.9,turmeric
41,16,42,7.398850158060919,turmeric
47,20,53,7.0235845599110975,turmeric
50,25,50,6.9,rubber
51,34,47,7.21128197608773,rubber
48,16,60,7.284017029452145,rubber
50,25,50,6.9,bhindi
44,19,40,7.322291614511679,bhindi
46,29,60,7.135464141401038,bhindi
50,25,50,6.9,bitter_gourd
47,28,49,6.6581011981080245,bitter_gourd
58,30,50,6.60873355670176,bitter_gourd
50,25,50,6.9,brinjal
50,22,43,6.51330740396058,brinjal
43,32,40,6.743625800039145,brinjal
50,25,50,6.9,cashewnut_raw
59,23,58,6.6997526361979425,cashewnut_raw
57,20,49,6.532223066547711,cashewnut_raw
50,25,50,6.9,drum_stick
42,30,50,7.065038703007167,drum_stick
47,29,59,7.224874511376756,drum_stick
50,25,50,6.9,jack_fruit
59,21,45,6.794950289488995,jack_fruit
43,35,40,6.778898152352378,jack_fruit
50,25,50,6.9,mango
43,32,57,6.449783632997685,mango
41,19,41,7.2798879125583955,mango
50,25,50,6.9,other_fresh_fruits
53,27,46,6.572109504317609,other_fresh_fruits
60,25,53,6.764226819105928,other_fresh_fruits
50,25,50,6.9,other_vegetables
52,29,45,7.162246749689033,other_vegetables
45,17,52,6.9188587892000575,other_vegetables
50,25,50,6.9,papaya
57,21,41,6.456090015998145,papaya
53,25,53,7.342243734625739,papaya
50,25,50,6.9,pineapple
57,15,60,6.865314553551203,pineapple
51,28,57,6.466093036803675,pineapple
50,25,50,6.9,snak_guard
53,25,57,7.2477206063657995,snak_guard
51,30,42,6.763093595040173,snak_guard
50,25,50,6.9,other_oilseeds
54,15,59,7.242365198533211,other_oilseeds
49,19,43,7.214314807298086,other_oilseeds
50,25,50,6.9,potato
50,15,42,6.825154604314024,potato
42,18,49,6.4874197254423365,potato
50,25,50,6.9,cowpealobia
53,31,57,6.439275289892021,cowpealobia
50,26,45,6.798113851259069,cowpealobia
50,25,50,6.9,moonggreen_gram
40,24,60,6.5187044755683745,moonggreen_gram
53,35,43,7.391595612811678,moonggreen_gram
50,25,50,6.9,sesamum
44,31,52,6.403571748356192,sesamum
51,35,59,6.455907843458874,sesamum
50,25,50,6.9,gram
55,22,59,6.821328824223691,gram
56,16,54,6.907569627308291,gram
50,25,50,6.9,ragi
46,22,48,6.696593435188889,ragi
47,25,43,6.849690408030589,ragi
50,25,50,6.9,sunflower
48,18,41,7.3528906623068595,sunflower
50,21,59,6.600771839195054,sunflower
50,25,50,6.9,maize
56,23,54,7.389097010653737,maize
55,23,54,6.93674883350648,maize
50,25,50,6.9,groundnut
59,20,52,6.824309415608843,groundnut
57,17,48,7.095311360117831,groundnut
50,50,50,7.4,arecanut
55,48,55,7.276312240738314,arecanut
48,49,46,7.157638719910592,arecanut
50,50,50,7.4,black_pepper
47,41,51,7.323993059638306,black_pepper
58,51,57,7.3120008333212505,black_pepper
50,50,50,7.4,cashewnut
54,56,51,7.026504434638245,cashewnut
53,45,60,6.988696155907341,cashewnut
50,50,50,7.4,tapioca
44,44,51,7.010525058669859,tapioca
54,51,47,7.161818101209052,tapioca
50,50,50,7.4,banana
52,52,60,7.357303566456162,banana
42,48,47,7.22521222994339,banana
50,50,50,7.4,sweet_potato
48,54,59,7.527663441909264,sweet_potato
56,42,43,7.720978631186342,sweet_potato
50,50,50,7.4,rubber
54,60,57,7.617424303589951,rubber
50,48,42,7.418296871147007,rubber
50,50,50,7.4,bhindi
52,53,47,7.8257334370337075,bhindi
57,51,49,7.859214038612609,bhindi
50,50,50,7.4,bitter_gourd
46,58,43,6.949457356642178,bitter_gourd
40,52,48,7.858315759163937,bitter_gourd
50,50,50,7.4,brinjal
52,54,49,6.9774015389931625,brinjal
45,57,45,7.45570897909369,brinjal
50,50,50,7.4,cashewnut_raw
43,58,57,7.174916072936542,cashewnut_raw
42,45,41,7.276045641852084,cashewnut_raw
50,50,50,7.4,drum_stick
59,51,54,6.959110870094081,drum_stick
46,58,45,7.120163839840707,drum_stick
50,50,50,7.4,jack_fruit
44,48,47,6.922775341208092,jack_fruit
46,45,44,7.257163091761233,jack_fruit
50,50,50,7.4,mango
58,46,40,7.272577854105777,mango
51,51,46,7.084152268643507,mango
50,50,50,7.4,other_fresh_fruits
58,56,55,7.725577944270407,other_fresh_fruits
58,59,42,7.71987700206958,other_fresh_fruits
50,50,50,7.4,other_vegetables
45,56,54,7.42071613164014,other_vegetables
48,53,44,6.981787633179982,other_vegetables
50,50,50,7.4,papaya
50,46,50,7.474538183759811,papaya
59,53,42,7.571695791197339,papaya
50,50,50,7.4,pineapple
40,52,56,7.62283779719291,pineapple
47,49,55,7.070843664909385,pineapple
50,50,50,7.4,snak_guard
43,44,60,6.948569843712515,snak_guard
56,42,43,7.662940721763889,snak_guard
50,50,50,7.4,tea
58,50,53,7.6372082641920676,tea
42,58,58,7.70347578412051,tea
50,50,50,7.4,other_oilseeds
56,46,51,7.853192611371825,other_oilseeds
49,49,48,7.750258147998523,other_oilseeds
50,50,50,7.4,cowpealobia
53,60,44,7.173640110144155,cowpealobia
44,48,52,7.807691863727027,cowpealobia
50,50,50,7.4,moonggreen_gram
55,56,56,7.018157575722493,moonggreen_gram
57,56,58,7.575616731647555,moonggreen_gram
50,50,50,7.4,sesamum
52,45,43,7.106284748741508,sesamum
58,50,56,7.810492876006119,sesamum
50,50,50,7.4,coconut
51,43,41,7.405491947626584,coconut
59,48,46,7.458341945519978,coconut
50,50,50,7.4,maize
55,43,51,7.073887700440093,maize
45,40,51,7.466709717452949,maize
25,50,50,6.5,arecanut
30,60,42,6.589355654641179,arecanut
15,47,40,6.528197860976198,arecanut
25,50,50,6.5,black_pepper
20,46,47,6.586521958408849,black_pepper
26,55,48,6.653455215864845,black_pepper
25,50,50,6.5,cashewnut
30,52,41,6.966167948749227,cashewnut
21,41,46,6.614860337819672,cashewnut
25,50,50,6.5,tapioca
30,56,44,6.724184177394414,tapioca
22,53,42,6.861647056438155,tapioca
25,50,50,6.5,banana
21,56,46,6.2126343773742345,banana
25,51,47,6.79132481384044,banana
25,50,50,6.5,cardamom
25,50,40,6.315370375833661,cardamom
15,41,49,6.5297900798922015,cardamom
25,50,50,6.5,garlic
28,47,52,6.081641539800597,garlic
23,49,50,6.959815473674377,garlic
25,50,50,6.5,ginger
17,53,41,6.425958376269196,ginger
21,48,51,6.773628910335483,ginger
25,50,50,6.5,sugarcane
29,42,53,6.604489507461744,sugarcane
15,47,58,6.680298600903432,sugarcane
25,50,50,6.5,sweet_potato
25,40,53,6.758071365077847,sweet_potato
15,46,58,6.7775781576235445,sweet_potato
25,50,50,6.5,turmeric
23,57,41,6.983029061602149,turmeric
29,56,57,6.240528081880409,turmeric
25,50,50,6.5,coffee
33,50,46,6.03131657768864,coffee
30,56,59,6.673019579519565,coffee
25,50,50,6.5,rubber
15,56,51,6.609255914422446,rubber
28,50,49,6.5139799252928725,rubber
25,50,50,6.5,tea
29,46,55,6.926005381452568,tea
19,57,44,6.02492382531006,tea
25,50,50,6.5,bhindi
28,40,42,6.966097543105274,bhindi
32,52,54,6.353804426492809,bhindi
25,50,50,6.5,bitter_gourd
30,51,59,6.003387501637794,bitter_gourd
17,57,46,6.344915814230805,bitter_gourd
25,50,50,6.5,brinjal
28,53,48,6.184998640899963,brinjal
34,47,42,6.2489231967135055,brinjal
25,50,50,6.5,cashewnut_raw
18,41,41,6.123671775977766,cashewnut_raw
21,46,46,6.050691795864972,cashewnut_raw
25,50,50,6.5,drum_stick
18,60,52,6.6765437639887715,drum_stick
31,50,56,6.7047268851389745,drum_stick
25,50,50,6.5,jack_fruit
23,60,45,6.390270239684854,jack_fruit
17,48,48,6.543596909378724,jack_fruit
25,50,50,6.5,mango
31,48,57,6.672646311366235,mango
26,46,47,6.5926778587001635,mango
25,50,50,6.5,other_fresh_fruits
28,57,50,6.197518347191623,other_fresh_fruits
15,40,57,6.053162628752866,other_fresh_fruits
25,50,50,6.5,other_vegetables
18,42,54,6.547703340654535,other_vegetables
35,41,51,6.682631853094111,other_vegetables
25,50,50,6.5,papaya
23,54,44,6.319043360063638,papaya
29,58,57,6.0817531932369215,papaya
25,50,50,6.5,pineapple
25,45,48,6.326931502414861,pineapple
24,45,48,6.997348070519155,pineapple
25,50,50,6.5,snak_guard
30,45,50,6.187010171778873,snak_guard
21,55,52,6.226578492347486,snak_guard
25,50,50,6.5,other_oilseeds
19,41,60,6.0995327375010255,other_oilseeds
29,54,48,6.4827845666686015,other_oilseeds
25,50,50,6.5,potato
27,40,50,6.141925088520795,potato
35,47,55,6.038502299138377,potato
25,50,50,6.5,arhartur
21,52,48,6.620899620172241,arhartur
19,40,53,6.215801237173906,arhartur
25,50,50,6.5,maize
31,42,57,6.372646089379579,maize
31,44,54,6.499987546013182,maize
25,50,50,6.5,wheat
24,50,48,6.977585279626381,wheat
21,41,42,6.734590120347246,wheat
25,50,50,6.5,moonggreen_gram
24,56,59,6.1746099657018,moonggreen_gram
31,56,54,6.513808964264431,moonggreen_gram
25,50,50,6.5,onion
29,57,57,6.543369082377277,onion
24,46,56,6.921211075686835,onion
25,50,50,6.5,cowpealobia
21,58,60,6.931446395152269,cowpealobia
16,54,54,6.553383668087898,cowpealobia
25,50,50,6.5,ragi
32,48,40,6.701107332288259,ragi
18,47,49,6.896923937397543,ragi
25,50,50,6.5,sesamum
31,51,49,6.043220456806967,sesamum
23,53,47,6.972937513866408,sesamum
25,50,50,6.5,coconut
25,57,40,6.841023135379042,coconut
35,58,50,6.639679907524423,coconut
25,50,50,6.5,rapeseed_mustard
19,41,47,6.816643899488485,rapeseed_mustard
22,47,57,6.286264036033929,rapeseed_mustard
25,75,50,7.6,arecanut
22,70,59,7.61934783349786,arecanut
24,80,46,7.287145967907914,arecanut
25,75,50,7.6,black_pepper
21,72,58,7.387811692789927,black_pepper
32,80,43,7.293446589092478,black_pepper
25,75,50,7.6,cashewnut
22,70,57,7.124300851862459,cashewnut
18,67,55,7.615322910982394,cashewnut
25,75,50,7.6,tapioca
19,77,55,7.93207421613711,tapioca
28,81,49,7.118384095579131,tapioca
25,75,50,7.6,banana
35,81,50,7.556189932879157,banana
15,70,57,7.88621068499776,banana
25,75,50,7.6,cardamom
17,72,53,7.1614080843016765,cardamom
35,76,56,7.826558948929257,cardamom
25,75,50,7.6,dry_chillies
34,72,57,7.394973262696919,dry_chillies
35,80,53,8.005124293654111,dry_chillies
25,75,50,7.6,ginger
29,73,43,8.044134331420294,ginger
17,74,49,8.06590785094919,ginger
25,75,50,7.6,sugarcane
17,84,58,7.397297730848078,sugarcane
34,80,48,7.237687863784936,sugarcane
25,75,50,7.6,sweet_potato
35,65,55,7.658984560115313,sweet_potato
28,78,58,7.228195491448066,sweet_potato
25,75,50,7.6,turmeric
31,74,45,7.963551103662375,turmeric
28,84,52,7.368060238088827,turmeric
25,75,50,7.6,rubber
19,83,60,7.418719962479021,rubber
31,75,58,7.169978808829086,rubber
25,75,50,7.6,bhindi
27,68,41,7.153258393078911,bhindi
22,78,44,7.341604045862059,bhindi
25,75,50,7.6,bitter_gourd
22,77,53,7.654842049807868,bitter_gourd
27,72,57,7.621765577271869,bitter_gourd
25,75,50,7.6,brinjal
19,74,48,7.689530977773149,brinjal
22,65,44,8.06739936180093,brinjal
25,75,50,7.6,cashewnut_raw
18,75,43,8.088832466998557,cashewnut_raw
15,74,46,7.69464198675872,cashewnut_raw
25,75,50,7.6,drum_stick
21,74,50,7.669967992254852,drum_stick
24,67,41,7.393959312264135,drum_stick
25,75,50,7.6,jack_fruit
28,72,45,7.7558051296266575,jack_fruit
28,67,52,7.982094430089888,jack_fruit
25,75,50,7.6,mango
30,84,44,7.921560464504003,mango
29,75,53,7.42313586217861,mango
25,75,50,7.6,other_fresh_fruits
32,75,52,7.823086295806122,other_fresh_fruits
35,68,49,7.694721908680022,other_fresh_fruits
25,75,50,7.6,other_vegetables
