crop,soil_type,nitrogen_kg_per_hectare,phosphorus_kg_per_hectare,potassium_kg_per_hectare,npk_ratio,primary_fertilizer,primary_fertilizer_kg_per_hectare,organic_manure,organic_manure_kg_per_hectare,secondary_nutrients,micronutrients,application_timing,total_cost_per_hectare,expected_yield_increase_percent,season,recommendation_source
turmeric,black_cotton,54,60,132,54-60-132,MOP,220,Poultry Manure,16000,"S: 24, Ca: 53, Mg: 27","Zn: 4, Fe: 9, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,83052,30,perennial,Agricultural University Guidelines
turmeric,red_yellow,72,65,144,72-65-144,SSP,406,FYM,19000,"S: 10, Ca: 125, Mg: 28","Zn: 5, Fe: 13, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52172,21,perennial,Agricultural University Guidelines
turmeric,laterite,78,70,132,78-70-132,NPK 19-19-19,410,Poultry Manure,21000,"S: 24, Ca: 73, Mg: 13","Zn: 6, Fe: 13, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,92941,28,kharif,Agricultural University Guidelines
turmeric,desert,66,50,108,66-50-108,CAN,253,Poultry Manure,22000,"S: 15, Ca: 70, Mg: 11","Zn: 6, Fe: 6, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,101450,15,rabi,Agricultural University Guidelines
turmeric,mountain,72,55,120,72-55-120,MOP,200,Poultry Manure,18000,"S: 19, Ca: 90, Mg: 15","Zn: 4, Fe: 14, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,88487,27,both,Agricultural University Guidelines
turmeric,coastal,66,50,156,66-50-156,NPK 20-20-20,330,Vermicompost,18000,"S: 23, Ca: 110, Mg: 20","Zn: 4, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,89723,26,rabi,Agricultural University Guidelines
turmeric,hill,66,55,120,66-55-120,SSP,343,Neem Cake,18000,"S: 14, Ca: 120, Mg: 16","Zn: 6, Fe: 13, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,89987,33,both,Agricultural University Guidelines
turmeric,forest,60,60,120,60-60-120,Urea,130,Compost,12000,"S: 12, Ca: 78, Mg: 19","Zn: 7, Fe: 9, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,61722,37,perennial,Agricultural University Guidelines
coriander,alluvial,56,63,72,56-63-72,MOP,120,Poultry Manure,9000,"S: 21, Ca: 64, Mg: 19","Zn: 3, Fe: 6, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47554,21,both,Agricultural University Guidelines
coriander,black_cotton,50,75,79,50-75-79,NPK 20-20-20,250,Neem Cake,9000,"S: 12, Ca: 148, Mg: 10","Zn: 3, Fe: 11, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,24881,35,perennial,Agricultural University Guidelines
coriander,red_yellow,67,81,86,67-81-86,NPK 20-20-20,335,FYM,11000,"S: 12, Ca: 130, Mg: 27","Zn: 5, Fe: 10, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58227,18,both,Agricultural University Guidelines
coriander,laterite,72,88,79,72-88-79,SSP,550,Compost,12000,"S: 22, Ca: 128, Mg: 27","Zn: 7, Fe: 9, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,49707,19,both,Agricultural University Guidelines
coriander,desert,61,63,64,61-63-64,NPK 19-19-19,321,Poultry Manure,13000,"S: 21, Ca: 70, Mg: 16","Zn: 7, Fe: 12, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,61237,36,both,Agricultural University Guidelines
coriander,mountain,67,69,72,67-69-72,MOP,120,Neem Cake,10000,"S: 14, Ca: 77, Mg: 14","Zn: 6, Fe: 5, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,30561,28,kharif,Agricultural University Guidelines
coriander,coastal,61,63,93,61-63-93,Urea,132,Neem Cake,10000,"S: 19, Ca: 99, Mg: 16","Zn: 3, Fe: 11, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,25309,20,rabi,Agricultural University Guidelines
coriander,hill,61,69,72,61-69-72,DAP,338,FYM,10000,"S: 23, Ca: 72, Mg: 11","Zn: 7, Fe: 5, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,60100,39,perennial,Agricultural University Guidelines
coriander,forest,56,75,72,56-75-72,Urea,121,Neem Cake,7000,"S: 20, Ca: 106, Mg: 29","Zn: 3, Fe: 9, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,27339,39,perennial,Agricultural University Guidelines
cumin,alluvial,69,37,79,69-37-79,NPK 19-19-19,363,FYM,9000,"S: 24, Ca: 141, Mg: 29","Zn: 7, Fe: 14, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51440,31,perennial,Agricultural University Guidelines
cumin,black_cotton,62,44,86,62-44-86,NPK 19-19-19,326,Compost,9000,"S: 20, Ca: 97, Mg: 17","Zn: 6, Fe: 11, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33503,38,rabi,Agricultural University Guidelines
cumin,red_yellow,82,48,94,82-48-94,CAN,315,Poultry Manure,11000,"S: 18, Ca: 111, Mg: 13","Zn: 5, Fe: 12, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,43306,21,perennial,Agricultural University Guidelines
cumin,laterite,89,51,86,89-51-86,NPK 20-20-20,445,FYM,12000,"S: 18, Ca: 145, Mg: 10","Zn: 4, Fe: 7, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,41310,32,rabi,Agricultural University Guidelines
cumin,desert,75,37,71,75-37-71,DAP,416,FYM,13000,"S: 24, Ca: 144, Mg: 15","Zn: 7, Fe: 5, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,48840,37,both,Agricultural University Guidelines
cumin,mountain,82,40,79,82-40-79,DAP,455,Vermicompost,10000,"S: 13, Ca: 146, Mg: 24","Zn: 3, Fe: 9, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,40115,24,both,Agricultural University Guidelines
cumin,coastal,75,37,102,75-37-102,NPK 20-20-20,375,Neem Cake,10000,"S: 21, Ca: 105, Mg: 26","Zn: 3, Fe: 8, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,37560,29,rabi,Agricultural University Guidelines
cumin,hill,75,40,79,75-40-79,DAP,416,Neem Cake,10000,"S: 24, Ca: 59, Mg: 15","Zn: 5, Fe: 10, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38801,16,kharif,Agricultural University Guidelines
cumin,forest,69,44,79,69-44-79,DAP,383,Poultry Manure,7000,"S: 16, Ca: 91, Mg: 25","Zn: 5, Fe: 14, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33178,30,kharif,Agricultural University Guidelines
fennel,alluvial,79,41,74,79-41-74,NPK 20-20-20,395,Vermicompost,14000,"S: 13, Ca: 75, Mg: 21","Zn: 4, Fe: 7, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38226,33,both,Agricultural University Guidelines
fennel,black_cotton,71,49,81,71-49-81,Urea,154,Compost,15000,"S: 13, Ca: 51, Mg: 23","Zn: 4, Fe: 6, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,43363,28,both,Agricultural University Guidelines
fennel,red_yellow,94,53,88,94-53-88,DAP,522,Poultry Manure,18000,"S: 22, Ca: 88, Mg: 24","Zn: 7, Fe: 13, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,76987,21,perennial,Agricultural University Guidelines
fennel,laterite,102,57,81,102-57-81,CAN,392,Compost,19000,"S: 14, Ca: 100, Mg: 14","Zn: 5, Fe: 5, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,67609,21,kharif,Agricultural University Guidelines
fennel,desert,86,41,66,86-41-66,MOP,110,Compost,21000,"S: 10, Ca: 63, Mg: 17","Zn: 3, Fe: 8, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,88681,28,both,Agricultural University Guidelines
fennel,mountain,94,45,74,94-45-74,NPK 20-20-20,470,Compost,16000,"S: 19, Ca: 128, Mg: 16","Zn: 7, Fe: 14, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,81841,23,perennial,Agricultural University Guidelines
fennel,coastal,86,41,96,86-41-96,Urea,186,Compost,16000,"S: 12, Ca: 80, Mg: 28","Zn: 3, Fe: 5, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,81882,36,kharif,Agricultural University Guidelines
fennel,hill,86,45,74,86-45-74,NPK 19-19-19,452,Compost,16000,"S: 13, Ca: 124, Mg: 24","Zn: 6, Fe: 5, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,78123,38,kharif,Agricultural University Guidelines
fennel,forest,79,49,74,79-49-74,NPK 20-20-20,395,Compost,11000,"S: 15, Ca: 119, Mg: 17","Zn: 6, Fe: 6, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,39797,31,perennial,Agricultural University Guidelines
fenugreek,alluvial,88,45,64,88-45-64,MOP,106,Vermicompost,8000,"S: 18, Ca: 129, Mg: 14","Zn: 5, Fe: 5, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,18598,35,kharif,Agricultural University Guidelines
fenugreek,black_cotton,79,54,70,79-54-70,Urea,171,Vermicompost,8000,"S: 24, Ca: 78, Mg: 29","Zn: 4, Fe: 6, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,21962,21,rabi,Agricultural University Guidelines
fenugreek,red_yellow,105,58,76,105-58-76,DAP,583,Neem Cake,10000,"S: 20, Ca: 73, Mg: 11","Zn: 7, Fe: 8, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50444,22,kharif,Agricultural University Guidelines
fenugreek,laterite,114,62,70,114-62-70,SSP,387,Poultry Manure,11000,"S: 12, Ca: 91, Mg: 13","Zn: 7, Fe: 10, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,56625,34,both,Agricultural University Guidelines
fenugreek,desert,96,45,57,96-45-57,DAP,533,Poultry Manure,12000,"S: 10, Ca: 114, Mg: 25","Zn: 6, Fe: 14, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,65521,22,kharif,Agricultural University Guidelines
fenugreek,mountain,105,49,64,105-49-64,NPK 19-19-19,552,FYM,9000,"S: 24, Ca: 75, Mg: 26","Zn: 6, Fe: 13, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,39573,38,rabi,Agricultural University Guidelines
fenugreek,coastal,96,45,83,96-45-83,SSP,281,Vermicompost,9000,"S: 22, Ca: 106, Mg: 22","Zn: 7, Fe: 5, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50278,28,both,Agricultural University Guidelines
fenugreek,hill,96,49,64,96-49-64,Urea,208,Vermicompost,9000,"S: 23, Ca: 77, Mg: 13","Zn: 3, Fe: 11, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47638,23,kharif,Agricultural University Guidelines
fenugreek,forest,88,54,64,88-54-64,Urea,191,Compost,6000,"S: 14, Ca: 79, Mg: 20","Zn: 7, Fe: 13, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,21525,32,kharif,Agricultural University Guidelines
ajwain,alluvial,91,66,41,91-66-41,CAN,350,Compost,10000,"S: 12, Ca: 108, Mg: 20","Zn: 6, Fe: 10, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53920,17,perennial,Agricultural University Guidelines
ajwain,black_cotton,81,79,45,81-79-45,CAN,311,FYM,11000,"S: 15, Ca: 137, Mg: 23","Zn: 5, Fe: 9, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33398,39,rabi,Agricultural University Guidelines
ajwain,red_yellow,109,85,49,109-85-49,DAP,605,FYM,13000,"S: 15, Ca: 108, Mg: 21","Zn: 3, Fe: 12, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51721,34,rabi,Agricultural University Guidelines
ajwain,laterite,118,92,45,118-92-45,NPK 20-20-20,590,Vermicompost,14000,"S: 11, Ca: 111, Mg: 24","Zn: 6, Fe: 10, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44984,22,perennial,Agricultural University Guidelines
ajwain,desert,100,66,36,100-66-36,NPK 20-20-20,500,Compost,15000,"S: 12, Ca: 118, Mg: 22","Zn: 7, Fe: 5, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,73404,23,both,Agricultural University Guidelines
ajwain,mountain,109,72,41,109-72-41,CAN,419,Neem Cake,12000,"S: 23, Ca: 92, Mg: 12","Zn: 7, Fe: 12, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,63590,25,kharif,Agricultural University Guidelines
ajwain,coastal,100,66,53,100-66-53,CAN,384,Vermicompost,12000,"S: 13, Ca: 146, Mg: 25","Zn: 3, Fe: 8, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,61751,17,rabi,Agricultural University Guidelines
ajwain,hill,100,72,41,100-72-41,SSP,450,Poultry Manure,12000,"S: 21, Ca: 51, Mg: 14","Zn: 6, Fe: 5, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,63406,39,perennial,Agricultural University Guidelines
ajwain,forest,91,79,41,91-79-41,NPK 19-19-19,478,Poultry Manure,8000,"S: 21, Ca: 122, Mg: 25","Zn: 4, Fe: 14, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38438,34,both,Agricultural University Guidelines
black_pepper,alluvial,71,40,77,71-40-77,DAP,394,FYM,14000,"S: 14, Ca: 88, Mg: 12","Zn: 4, Fe: 12, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,78092,36,rabi,Agricultural University Guidelines
black_pepper,black_cotton,63,48,84,63-48-84,NPK 20-20-20,315,FYM,15000,"S: 21, Ca: 85, Mg: 27","Zn: 4, Fe: 7, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,45239,21,both,Agricultural University Guidelines
black_pepper,red_yellow,85,52,92,85-52-92,MOP,153,FYM,18000,"S: 20, Ca: 74, Mg: 11","Zn: 5, Fe: 10, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58356,16,rabi,Agricultural University Guidelines
black_pepper,laterite,92,56,84,92-56-84,MOP,140,Neem Cake,19000,"S: 20, Ca: 115, Mg: 18","Zn: 5, Fe: 8, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,59730,28,both,Agricultural University Guidelines
black_pepper,desert,78,40,69,78-40-69,NPK 19-19-19,410,FYM,21000,"S: 21, Ca: 94, Mg: 12","Zn: 7, Fe: 10, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52000,24,perennial,Agricultural University Guidelines
black_pepper,mountain,85,44,77,85-44-77,DAP,472,FYM,16000,"S: 12, Ca: 74, Mg: 22","Zn: 4, Fe: 10, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,60305,28,rabi,Agricultural University Guidelines
black_pepper,coastal,78,40,100,78-40-100,MOP,166,FYM,16000,"S: 19, Ca: 108, Mg: 14","Zn: 5, Fe: 11, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54924,27,rabi,Agricultural University Guidelines
black_pepper,hill,78,44,77,78-44-77,MOP,128,Poultry Manure,16000,"S: 13, Ca: 115, Mg: 29","Zn: 3, Fe: 7, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62532,30,perennial,Agricultural University Guidelines
black_pepper,forest,71,48,77,71-48-77,MOP,128,Neem Cake,11000,"S: 18, Ca: 141, Mg: 18","Zn: 3, Fe: 6, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47234,24,perennial,Agricultural University Guidelines
cardamom_small,alluvial,95,48,75,95-48-75,Urea,206,Neem Cake,10000,"S: 20, Ca: 123, Mg: 16","Zn: 3, Fe: 12, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,34654,17,kharif,Agricultural University Guidelines
cardamom_small,black_cotton,85,57,82,85-57-82,Urea,184,Compost,11000,"S: 11, Ca: 103, Mg: 11","Zn: 6, Fe: 13, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33811,15,perennial,Agricultural University Guidelines
cardamom_small,red_yellow,114,62,90,114-62-90,SSP,387,FYM,13000,"S: 12, Ca: 121, Mg: 25","Zn: 6, Fe: 9, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,72157,30,perennial,Agricultural University Guidelines
cardamom_small,laterite,123,67,82,123-67-82,NPK 20-20-20,615,Compost,14000,"S: 16, Ca: 145, Mg: 23","Zn: 7, Fe: 7, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46247,35,perennial,Agricultural University Guidelines
cardamom_small,desert,104,48,67,104-48-67,DAP,577,FYM,15000,"S: 14, Ca: 94, Mg: 26","Zn: 4, Fe: 12, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,81152,18,perennial,Agricultural University Guidelines
cardamom_small,mountain,114,52,75,114-52-75,NPK 19-19-19,600,Vermicompost,12000,"S: 10, Ca: 123, Mg: 24","Zn: 6, Fe: 13, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,49800,29,rabi,Agricultural University Guidelines
cardamom_small,coastal,104,48,97,104-48-97,MOP,161,Vermicompost,12000,"S: 14, Ca: 128, Mg: 14","Zn: 4, Fe: 6, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51320,26,rabi,Agricultural University Guidelines
cardamom_small,hill,104,52,75,104-52-75,CAN,400,Poultry Manure,12000,"S: 19, Ca: 100, Mg: 14","Zn: 5, Fe: 5, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,66507,32,perennial,Agricultural University Guidelines
cardamom_small,forest,95,57,75,95-57-75,CAN,365,Compost,8000,"S: 14, Ca: 103, Mg: 18","Zn: 7, Fe: 9, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,24131,21,rabi,Agricultural University Guidelines
cardamom_large,alluvial,108,63,45,108-63-45,DAP,600,Compost,13000,"S: 10, Ca: 131, Mg: 14","Zn: 4, Fe: 14, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58278,20,kharif,Agricultural University Guidelines
cardamom_large,black_cotton,97,75,49,97-75-49,NPK 19-19-19,510,Neem Cake,14000,"S: 22, Ca: 91, Mg: 20","Zn: 5, Fe: 8, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,81924,28,rabi,Agricultural University Guidelines
cardamom_large,red_yellow,129,81,54,129-81-54,DAP,716,Poultry Manure,16000,"S: 14, Ca: 84, Mg: 17","Zn: 4, Fe: 6, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,68659,19,perennial,Agricultural University Guidelines
cardamom_large,laterite,140,88,49,140-88-49,NPK 19-19-19,736,Neem Cake,18000,"S: 17, Ca: 97, Mg: 11","Zn: 4, Fe: 12, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,65036,38,perennial,Agricultural University Guidelines
cardamom_large,desert,118,63,40,118-63-40,NPK 20-20-20,590,Poultry Manure,19000,"S: 18, Ca: 138, Mg: 15","Zn: 3, Fe: 8, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,57530,25,both,Agricultural University Guidelines
cardamom_large,mountain,129,69,45,129-69-45,NPK 19-19-19,678,Vermicompost,15000,"S: 22, Ca: 138, Mg: 28","Zn: 4, Fe: 11, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,65672,24,both,Agricultural University Guidelines
cardamom_large,coastal,118,63,58,118-63-58,MOP,96,Vermicompost,15000,"S: 12, Ca: 100, Mg: 14","Zn: 4, Fe: 11, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62050,31,rabi,Agricultural University Guidelines
cardamom_large,hill,118,69,45,118-69-45,DAP,655,Compost,15000,"S: 24, Ca: 113, Mg: 29","Zn: 7, Fe: 7, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,45723,30,perennial,Agricultural University Guidelines
cardamom_large,forest,108,75,45,108-75-45,DAP,600,Compost,10000,"S: 16, Ca: 142, Mg: 21","Zn: 7, Fe: 5, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44143,25,both,Agricultural University Guidelines
cinnamon,alluvial,97,40,43,97-40-43,Urea,210,FYM,12000,"S: 13, Ca: 125, Mg: 11","Zn: 7, Fe: 13, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,59496,38,kharif,Agricultural University Guidelines
cinnamon,black_cotton,87,48,47,87-48-47,Urea,189,Compost,13000,"S: 22, Ca: 91, Mg: 12","Zn: 4, Fe: 12, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,64764,19,perennial,Agricultural University Guidelines
cinnamon,red_yellow,116,52,51,116-52-51,NPK 20-20-20,580,Compost,15000,"S: 23, Ca: 147, Mg: 13","Zn: 5, Fe: 6, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,85026,33,both,Agricultural University Guidelines
cinnamon,laterite,126,56,47,126-56-47,SSP,350,Vermicompost,16000,"S: 20, Ca: 75, Mg: 22","Zn: 6, Fe: 10, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58363,31,rabi,Agricultural University Guidelines
cinnamon,desert,106,40,38,106-40-38,NPK 19-19-19,557,Compost,18000,"S: 13, Ca: 96, Mg: 24","Zn: 7, Fe: 13, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62101,19,rabi,Agricultural University Guidelines
cinnamon,mountain,116,44,43,116-44-43,Urea,252,Vermicompost,14000,"S: 20, Ca: 103, Mg: 26","Zn: 4, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55094,37,perennial,Agricultural University Guidelines
cinnamon,coastal,106,40,55,106-40-55,DAP,588,Poultry Manure,14000,"S: 13, Ca: 94, Mg: 10","Zn: 5, Fe: 11, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,87460,30,perennial,Agricultural University Guidelines
cinnamon,hill,106,44,43,106-44-43,Urea,230,Neem Cake,14000,"S: 22, Ca: 101, Mg: 14","Zn: 6, Fe: 8, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,71582,39,kharif,Agricultural University Guidelines
cinnamon,forest,97,48,43,97-48-43,NPK 19-19-19,510,Compost,9000,"S: 10, Ca: 120, Mg: 14","Zn: 5, Fe: 6, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33406,33,both,Agricultural University Guidelines
clove,alluvial,75,51,61,75-51-61,NPK 20-20-20,375,Compost,9000,"S: 20, Ca: 146, Mg: 21","Zn: 6, Fe: 14, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,42366,25,rabi,Agricultural University Guidelines
clove,black_cotton,67,61,67,67-61-67,NPK 20-20-20,335,Compost,9000,"S: 13, Ca: 112, Mg: 10","Zn: 7, Fe: 10, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,33423,24,perennial,Agricultural University Guidelines
